No;Region;Area;Node;Sector Name;ME;User Label;Total Terminal;SW Version;MAC Adress;Resource Type;Contact;Location;Latitude;Longitude;Connectivity;State;Distance (m);Bandwidth;Service Remote;
113;ERO;East Java Area;;;172.31.172.67;2021257022-ALFAMART;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7C:5F:7C;TS - WiBAS Connect;;GANTING SDJ;;;Connected;Active;2422;1 Mbps;<= 5 Mbps;
114;ERO;East Java Area;;SDJWGPBI04-270-2V;172.31.172.130;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:C0:0E:D9;BS - WiBAS OSDR Hub;Bram;;-7.376449;112.694152;Connected;Active;;;;
115;ERO;East Java Area;;SDJWGPBI01-360-5V;172.31.171.194;;3 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:C0:10:19;BS - WiBAS OSDR Hub;Bram;;-7.376449;112.694152;Connected;Active;;;;
116;ERO;East Java Area;;;172.31.171.199;2021257015-ALFAMART-U326;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A0:98:7D;TS - WiBAS Connect;;Alfamart Bebekan 1 Sidoarjo;-7.345578;112.699232;Connected;Active;3529;1 Mbps;<= 5 Mbps;
117;ERO;East Java Area;;;172.31.171.200;2021257014-ALFAMART;;7.1.0_2332_R.3.3.2.build_02;00:05:59:92:06:EF;TS - WiBAS Connect;;IMAM BONJOL Pondokjati;;;Connected;Active;1153;1 Mbps;<= 5 Mbps;
118;ERO;East Java Area;;;172.31.171.202;2007000185-SUPARMA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:39:9C;TS - WiBAS Connect;Pak Eko;KARANG PILANG;;;Connected;Active;3829;15 Mbps;>= 10 Mbps;
119;ERO;East Java Area;SBYGPN;SBYGPNBI04-090-5H-D87;172.31.155.130;;11 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:8F:B0:35;BS - WiBAS OSDR Hub;WAHYU BHAKTI;;-7,319528;112,731423;Connected;Active;;;;
120;ERO;East Java Area;;;172.31.155.134;2022324685-DANAMON-MERR;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A0:9E:F9;TS - WiBAS Connect;;IR SOEKARNO;-7.331743;112.77514;Connected;Active;5582;2 Mbps;<= 5 Mbps;
121;ERO;East Java Area;;;172.31.155.136;2006004588-Inti-Cakrawala;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A0:AA:CF;TS - WiBAS Connect;Thomas;Prapen-Surabaya;;;Connected;Active;3414;3 Mbps;<= 5 Mbps;
122;ERO;East Java Area;;;172.31.155.138;2010004507;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:47:16;TS - WiBAS Connect;dea 081231454546;;;;Connected;Active;2122;512 Kbps;<= 5 Mbps;
123;ERO;East Java Area;;;172.31.155.141;2020212852-Mayapada-Kutisari;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3B:FE;TS - WiBAS Connect;Nizar;Jemur-Andayani-Surabaya;;;Connected;Active;1291;512 Kbps;<= 5 Mbps;
124;ERO;East Java Area;;;172.31.155.143;2024426191;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:37:6C;TS - WiBAS Connect;DANAMON-MARGOREJO;;;;Connected;Active;899;2 Mbps;<= 5 Mbps;
125;ERO;East Java Area;;;172.31.155.150;2014006500;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:86:B8;TS - WiBAS Connect;MANDIRI;IM TRENGGILIS;;;Connected;Active;3368;512 Kbps;<= 5 Mbps;
126;ERO;East Java Area;;;172.31.155.156;2010004502-PANIN-GALAXI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A0:E9:77;TS - WiBAS Connect;081938022788-KRISNA;;;;Connected;Active;6390;1 Mbps;<= 5 Mbps;
127;ERO;East Java Area;;;172.31.155.157;2013005377-BNI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7C:41:AE;TS - WiBAS Connect;adii ssi;;7.32268889;112.7328861;Connected;Active;1107;512 Kbps;<= 5 Mbps;
128;ERO;East Java Area;;;172.31.155.165;2022330862-BTN-RUNGKUT;;7.1.0_2332_R.3.3.2.build_02;00:05:59:8D:DE:CF;TS - WiBAS Connect;;RUKO PALM SQUARE TF 28 SIDOARJO;-7.359564;112.764626;Connected;Active;5121;1 Mbps;<= 5 Mbps;
129;ERO;East Java Area;;;172.31.155.184;2022320353-BJATIM-PENJARINGAN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:BC:23:37;TS - WiBAS Connect;;;;;Connected;Active;6090;512 Kbps;<= 5 Mbps;
130;ERO;East Java Area;;;172.31.155.185;2025485978-DANAMON-MERR;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A0:AA:B1;TS - WiBAS Connect;DANAMON;RUKO PROMENADE MERR;-7.31491;112.781209;Connected;Active;5606;512 Kbps;<= 5 Mbps;
131;ERO;East Java Area;;SBYGPNBI03-180-2H-D87;172.31.155.2;;13 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:8F:7B:B5;BS - WiBAS OSDR Hub;WAHYU BHAKTI;;-7.319528;112.731423;Connected;Active;;;;
132;ERO;East Java Area;;;172.31.155.11;2015006549-ATM-BJATIM;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A0:98:F5;TS - WiBAS Connect;;Indomaret Wage Sidoarjo;-7.369283;112.711803;Connected;Active;5952;512 Kbps;<= 5 Mbps;
133;ERO;East Java Area;;;172.31.155.12;2019008926-ATMJATIM-BPD;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:43:85;TS - WiBAS Connect;;BPD;;;Connected;Active;2491;512 Kbps;<= 5 Mbps;
134;ERO;East Java Area;;;172.31.155.17;2012003198-BJATIM;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:32:8A;TS - WiBAS Connect;;Dinkes A. Yani Surabaya;;;Connected;Active;715;512 Kbps;<= 5 Mbps;
135;ERO;East Java Area;;;172.31.155.22;2016008312-ATM-BNI;;6.4.0_2332_R.1.12.0.build_15;00:05:59:78:90:22;TS - WiBAS Connect;SSI;Indomart-Deltasari-SDA;;;Connected;Active;5490;512 Kbps;<= 5 Mbps;
136;ERO;East Java Area;;;172.31.155.25;2021287388-bank-syariah-indonesi;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7D:44;TS - WiBAS Connect;riad;;;;Connected;Active;5998;2 Mbps;<= 5 Mbps;
137;ERO;East Java Area;;;172.31.155.34;2021262784-CLIPAN-SIDOARJO;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A6:93:C7;TS - WiBAS Connect;;Jl Ruko Juanda;-7.374347;112.73086;Connected;Active;6113;5 Mbps;<= 5 Mbps;
138;ERO;East Java Area;;;172.31.155.37;2014002023-BTN-UBHARA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:44:FA;TS - WiBAS Connect;082195032812-YANKE;;;;Connected;Active;230;512 Kbps;<= 5 Mbps;
139;ERO;East Java Area;;;172.31.155.38;2015007605-KK-BJATIM;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7A:5C:F4;TS - WiBAS Connect;;Jl Johar No 19-20 Surabaya;-7.245506;112.74117;Connected;Active;3714;768 Kbps;<= 5 Mbps;
140;ERO;East Java Area;;;172.31.155.41;2010005733-KCP-BTN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:10:67;TS - WiBAS Connect;;Unisa A Yani Surabaya;;;Connected;Active;507;1 Mbps;<= 5 Mbps;
141;ERO;East Java Area;;;172.31.155.43;2021257006-ALFAMART;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:37:30;TS - WiBAS Connect;;;;;Connected;Active;5928;1 Mbps;<= 5 Mbps;
142;ERO;East Java Area;;;172.31.155.44;2021256218;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:8E:74;TS - WiBAS Connect;BANK MANDIRI;;;;Connected;Active;3714;512 Kbps;<= 5 Mbps;
143;ERO;East Java Area;;;172.31.155.5;2013007508-ALFA-JATISARI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:BC:1F:63;TS - WiBAS Connect;;ALFAMART U349 JATISARI PEPELEGI;;;Connected;Active;5329;512 Kbps;<= 5 Mbps;
144;ERO;East Java Area;;;172.31.155.6;2018006300-MANDIRI-ETOLL;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:C1:2F;TS - WiBAS Connect;;JASAMARGA WARU;;;Connected;Active;3575;512 Kbps;<= 5 Mbps;
145;ERO;East Java Area;;SBYGPNBI02-270-5V-D89;172.31.140.194;;9 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:DF:EC:44;BS - WiBAS OSDR Hub;WAHYU;;-7.319528;112.731423;Connected;Active;;;;
146;ERO;East Java Area;;;172.31.140.195;2012000879-BJATIM-KCP;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B9:16:47;TS - WiBAS Connect;;PUSPA AGRO;;;Connected;Active;7728;1 Mbps;<= 5 Mbps;
147;ERO;East Java Area;;;172.31.140.196;2016007628-BNI-Lotte;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:0E:7D;TS - WiBAS Connect;Retty;Jl.Mastrip-Surabaya;;;Initialization;Inactive;;6 Mbps;5 Mb < SR < 10 Mb;
148;ERO;East Java Area;;;172.31.140.199;2018010939-BTN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:0E:E1;TS - WiBAS Connect;;KCP WIYUNG;;;Connected;Active;5998;5 Mbps;<= 5 Mbps;
149;ERO;East Java Area;;;172.31.140.201;2013007506-ALFA-U329-SEPANJANG;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:42:8B;TS - WiBAS Connect;;JL BEBEKAN SEPANJANG 2;;;Connected;Active;4706;512 Kbps;<= 5 Mbps;
150;ERO;East Java Area;;;172.31.140.202;2014006503-IM-PILANGINDAH;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:0E:87;TS - WiBAS Connect;Kejar;Kedurus;;;Connected;Active;2883;512 Kbps;<= 5 Mbps;
151;ERO;East Java Area;;;172.31.140.213;2020231460-LOTTE;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3B:54;TS - WiBAS Connect;Pak Ikhsan;;;;Connected;Active;5190;10 Mbps;5 Mb < SR < 10 Mb;
152;ERO;East Java Area;;;172.31.140.214;2018009832-ATM-CIMB-NIAGA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:10:35;TS - WiBAS Connect;;INDOMART KEBRAON;;;Connected;Active;3737;512 Kbps;<= 5 Mbps;
153;ERO;East Java Area;;;172.31.140.215;2021257016-Alfamart-U604;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3A:14;TS - WiBAS Connect;Yusuf;Kedungturi-Sidoarjo;;;Connected;Active;4291;1 Mbps;<= 5 Mbps;
154;ERO;East Java Area;;;172.31.140.217;2023349244-BCA-SYARIAH;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:45:51;TS - WiBAS Connect;WIWIT;SEPANJANG;;;Connected;Active;4936;5 Mbps;<= 5 Mbps;
155;ERO;East Java Area;;SBYGPNBI01-360-2V-D89;172.31.140.130;;9 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:69:B7:2D;BS - WiBAS OSDR Hub;WAHYU;;-7.319528;112.731423;Connected;Active;;;;
156;ERO;East Java Area;;;172.31.140.137;2019004615-btnKCunesa;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:92:84;TS - WiBAS Connect;WARIJO;KETINTANG;;;Connected;Active;899;1 Mbps;<= 5 Mbps;
157;ERO;East Java Area;;;172.31.140.138;2016007059;;7.1.0_2332_R.3.3.2.build_02;00:05:59:BA:7D:43;TS - WiBAS Connect;SSI ;BNI UNIVERSITAS ADI BUANA;;;Connected;Active;3575;512 Kbps;<= 5 Mbps;
158;ERO;East Java Area;;;172.31.140.146;2013004491-b-jatim-royal;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:46:30;TS - WiBAS Connect;;;;;Connected;Active;1384;1 Mbps;<= 5 Mbps;
159;ERO;East Java Area;;;172.31.140.149;atm-permata;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7A:94:6C;TS - WiBAS Connect;abacus;;;;Connected;Active;1222;512 Kbps;<= 5 Mbps;
160;ERO;East Java Area;;;172.31.140.153;2016008032-BNI-SPBU-DIPONEGORO;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7A:95:8E;TS - WiBAS Connect;;SPBU-Diponegoro-Sby;-7.233893;112.737519;Connected;Active;4567;512 Kbps;<= 5 Mbps;
161;ERO;East Java Area;;;172.31.140.162;2021287953-KC-MANDIRI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:44:1B;TS - WiBAS Connect;;KETINTANG;;;Connected;Active;1245;5 Mbps;<= 5 Mbps;
162;ERO;East Java Area;;;172.31.140.163;2021287952-MANDIRI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:36:36;TS - WiBAS Connect;SAKTI;;;;Initialization;Inactive;;5 Mbps;<= 5 Mbps;
163;ERO;East Java Area;;;172.31.140.171;2022334664-BTN-DARMO;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B9:14:17;TS - WiBAS Connect;;jl-raya-darmo;;;Connected;Active;3045;5 Mbps;<= 5 Mbps;
164;ERO;East Java Area;;;172.31.140.172;2022323253-Bukopin-Darmo;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7A:5B:6E;TS - WiBAS Connect;Agam;Raya-Darmo-Surabaya;-7.368133;112.763297;Connected;Active;3045;1 Mbps;<= 5 Mbps;
165;ERO;East Java Area;SBYILT;SBYILTBI3V180;172.31.177.194;;Non-TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:69:94:7D;BS - WiBAS OSDR Hub;Pradipta;;-7.272927;112.742805;Connected;Active;;;;
166;ERO;East Java Area;SBYKYN;SBYKYNBI01-090-2H-D89;172.31.144.2;;12 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:5E:C3:72;BS - WiBAS OSDR Hub;WAHYU BHAKTI;;-7.271313;112.744322;Connected;Active;;;;
167;ERO;East Java Area;;;172.31.144.11;2022321875-ATM-BNI-RS-GROYONG;;7.1.0_2332_R.3.3.2.build_02;00:05:59:8D:28:27;TS - WiBAS Connect;SSI 2;JL. Medokan Semampir Indah;-7.368133;112.76439;Connected;Active;6251;768 Kbps;<= 5 Mbps;
168;ERO;East Java Area;;;172.31.144.7;2014006490-ATM-MANDIRI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A6:99:71;TS - WiBAS Connect;TAG;GUNAWANGSA MERR;;;Connected;Active;6113;512 Kbps;<= 5 Mbps;
169;ERO;East Java Area;;;172.31.144.12;2019012917-MANDIRI-UNAIR;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7F:7E;TS - WiBAS Connect;;;;;Connected;Active;4567;512 Kbps;<= 5 Mbps;
170;ERO;East Java Area;;;172.31.144.19;2020236007-BANK-GANESHA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:94:14;TS - WiBAS Connect;;Kertajaya Surabaya;;;Ranging;Inactive;;768 Kbps;<= 5 Mbps;
171;ERO;East Java Area;;;172.31.144.23;bni-gunawangsa;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:10:FD;TS - WiBAS Connect;81234945783;jl.menur;;;Initialization;Inactive;;512 Kbps;<= 5 Mbps;
172;ERO;East Java Area;;;172.31.144.24;2021261477;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:4A:2C;TS - WiBAS Connect;PAK-SUGIH;SURABAYA;;;Connected;Active;1661;5 Mbps;<= 5 Mbps;
173;ERO;East Java Area;;;172.31.144.28;2021272948-CIMBNIAGA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:86:18;TS - WiBAS Connect;;JALAN DHARMAHUSADA;;;Connected;Active;2883;5 Mbps;<= 5 Mbps;
174;ERO;East Java Area;;;172.31.144.32;2021265438-BJATIM;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7A:2E;TS - WiBAS Connect;;Dr Soetomo Surabaya;;;Connected;Active;1430;1 Mbps;<= 5 Mbps;
175;ERO;East Java Area;;;172.31.144.33;2021290268-BTN-Dharmahusada;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:83:F2;TS - WiBAS Connect;;;;;Connected;Active;1984;1 Mbps;<= 5 Mbps;
176;ERO;East Java Area;;;172.31.144.40;2015001956-ATM-MANDIRI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A0:F6:5B;TS - WiBAS Connect;;Atlas Sport Center Surabaya;-7.274367;112.771307;Initialization;Inactive;;768 Kbps;<= 5 Mbps;
177;ERO;East Java Area;;;172.31.144.42;2015007679-MANDIRI-EDUCITY;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B8:ED:75;TS - WiBAS Connect;;ATM MANDIRI EDUCITY KEPUTIH;-7.272193;112.807641;Initialization;Inactive;;512 Kbps;<= 5 Mbps;
178;ERO;East Java Area;;;172.31.144.8;2016008026-ATM-BNI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:D8:3F:71;TS - WiBAS Connect;;Apart Gunawangsa Merr Sby;-7.31132;112.781801;Ranging;Inactive;;512 Kbps;<= 5 Mbps;
179;ERO;East Java Area;;SBYKYNBI02-270-5H-D89;172.31.144.66;;1 TS;;00:05:59:69:B2:55;BS - WiBAS OSDR Hub;WAHYU BHAKTI;;-7.271313;112.744322;Unreachable;Inactive;;;;
180;ERO;East Java Area;;;172.31.144.70;2018010914-KK-BTN;;;00:05:59:B7:42:77;TS - WiBAS Connect;;Ruko Grand Flower Surabaya;-7.269584;112.728511;Unreachable;Inactive;;;;
181;ERO;East Java Area;SBYPGT;SBYPGTBI03-45-2V;172.31.174.66;;Non-TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:C0:0D:99;BS - WiBAS OSDR Hub;Bram;;-7.234389;112.773033;Connected;Active;;;;
182;ERO;East Java Area;;SBYPGTBI01-135-5H;172.31.169.130;;3 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:9D:70:D5;BS - WiBAS OSDR Hub;ADIP;POGOT;-7.234389;112.773033;Connected;Active;;;;
183;ERO;East Java Area;;;172.31.169.133;2013006579-ATMBNI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:10:D5;TS - WiBAS Connect;;SPBU PLOSO surabaya;-7.284525;112.691133;Connected;Active;2722;512 Kbps;<= 5 Mbps;
184;ERO;East Java Area;;;172.31.169.137;2024426299-DANAMON-DHARMA-HUSADA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A6:B1:6D;TS - WiBAS Connect;pak tatsum;Jl.darmahusada 168 SBY;-7.26048;112.77098;Connected;Active;3852;2 Mbps;<= 5 Mbps;
185;ERO;East Java Area;;;172.31.169.138;2022302494-MAYBANK;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:43:03;TS - WiBAS Connect;;PAKUWON TOWN CENTRE;-7.31132;112.781801;Connected;Active;5905;4 Mbps;<= 5 Mbps;
186;ERO;East Java Area;;SBYPGTBI02-225-2H;172.31.170.130;;4 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:C0:0D:49;BS - WiBAS OSDR Hub;Bram;;-7.234389;112.773033;Connected;Active;;;;
187;ERO;East Java Area;;;172.31.170.135;2016004558-ATM-BJB;;7.1.0_2332_R.3.3.2.build_02;00:05:59:BA:88:B5;TS - WiBAS Connect;;RSUD SUWANDI;;;Connected;Active;2191;512 Kbps;<= 5 Mbps;
188;ERO;East Java Area;;;172.31.170.136;2011006218-ATM-BJATIM;;7.1.0_2332_R.3.3.2.build_02;00:05:59:BC:20:2B;TS - WiBAS Connect;;RSUD SUWANDI;;;Connected;Active;2191;512 Kbps;<= 5 Mbps;
189;ERO;East Java Area;;;172.31.170.137;2012007321-KK-BNI;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7C:73:CC;TS - WiBAS Connect;;WADUNGASRI SIDOARJO;-7.348534;112.767766;Connected;Active;2283;1 Mbps;<= 5 Mbps;
190;ERO;East Java Area;;;172.31.170.138;2010004509-PANIN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3D:52;TS - WiBAS Connect;;DHARMAHUSADA SURABAYA;;;Connected;Active;3598;1 Mbps;<= 5 Mbps;
191;ERO;East Java Area;;;172.31.170.139;2020212853-MAYAPADA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:7E:AC;TS - WiBAS Connect;81990155777;KAPASKRAMPUNG;;;Connected;Active;2145;1 Mbps;<= 5 Mbps;
192;ERO;East Java Area;SBYRWJ;SBYRWJBI02-090-2H;172.31.161.130;;6 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:DF:84:84;BS - WiBAS OSDR Hub;REO_DWI_ANGGARA;;-7.231425;112.729394;Connected;Active;;;;
193;ERO;East Java Area;;;172.31.161.134;2021257446-BTN-NYAMPLUNGAN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:37:3A;TS - WiBAS Connect;DODDY;Nyamplungan;;;Connected;Active;1822;1 Mbps;<= 5 Mbps;
194;ERO;East Java Area;;;172.31.161.140;2011001345;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:42:DB;TS - WiBAS Connect;;samsat surabaya utara;;;Initialization;Inactive;;512 Kbps;<= 5 Mbps;
195;ERO;East Java Area;;;172.31.161.142;2021249391-BJATIM-RS-PARU;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7C:5D:10;TS - WiBAS Connect;ibu-annoura;ATM-BJATIM-RS-PARU-SBY;;;Connected;Active;2168;512 Kbps;<= 5 Mbps;
196;ERO;East Java Area;;;172.31.161.144;2021287247-BSI-MASMANSYUR;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C3:78:2B;TS - WiBAS Connect;;AMPEL-SURABAYA;-7.355074;112.703216;Connected;Active;1637;2 Mbps;<= 5 Mbps;
197;ERO;East Java Area;;;172.31.161.147;2020223391-BANK-MEGA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7A:69:56;TS - WiBAS Connect;;Jl Kembang Jepun No 180Surabaya;-7.235903;112.736697;Connected;Active;1314;5 Mbps;<= 5 Mbps;
198;ERO;East Java Area;;;172.31.161.148;2021257010-Alfamart;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:3E:C4;TS - WiBAS Connect;Isan;;;;Connected;Active;3483;1 Mbps;<= 5 Mbps;
199;ERO;East Java Area;;SBYRWJBI03-180-5H;172.31.170.194;;8 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:6A:27:3E;BS - WiBAS OSDR Hub;Bram;;-7.231425;112.729394;Connected;Active;;;;
200;ERO;East Java Area;;;172.31.170.199;2019011699;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A6:C8:8D;TS - WiBAS Connect;;ATM DANAMON DMK;;;Connected;Active;1591;512 Kbps;<= 5 Mbps;
201;ERO;East Java Area;;;172.31.170.200;2013001298-ATM-BJATIM;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A0:C8:A7;TS - WiBAS Connect;;Jl Pahlawan gubernuran Sby;-7.245723;112.740566;Connected;Active;2099;512 Kbps;<= 5 Mbps;
202;ERO;East Java Area;;;172.31.170.202;2010005130-PANIN-PGS;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A0:F6:47;TS - WiBAS Connect;;PGS;;;Connected;Active;1822;1 Mbps;<= 5 Mbps;
203;ERO;East Java Area;;;172.31.170.203;2020235849-ATM-BNI-DEPOBANGUNAN;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C2:0F:31;TS - WiBAS Connect;;Jalan-Rajawali-Surabaya;;;Connected;Active;622;512 Kbps;<= 5 Mbps;
204;ERO;East Java Area;;;172.31.170.204;2015008004-ATM-BJATIM;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7A:92:14;TS - WiBAS Connect;;Gedung Siola Tunjungan Surabaya;-7.256284;112.737561;Connected;Active;3045;512 Kbps;<= 5 Mbps;
205;ERO;East Java Area;;;172.31.170.208;2012006451;;7.1.0_2332_R.3.3.2.build_02;00:05:59:A0:93:E1;TS - WiBAS Connect;;;;;Connected;Active;3575;512 Kbps;<= 5 Mbps;
206;ERO;East Java Area;;;172.31.170.209;2010004499-BANK-PANIN-DEMAK;;7.1.0_2332_R.3.3.2.build_02;00:05:59:BA:88:C9;TS - WiBAS Connect;Tirto;JlDemak-SBY;;;Connected;Active;2145;512 Kbps;<= 5 Mbps;
207;ERO;East Java Area;;;172.31.170.210;2024426191-Danamon-Pasarturi;;7.1.0_2332_R.3.3.2.build_02;00:05:59:78:92:2A;TS - WiBAS Connect;Maria;Pasarturi-Surabaya;;;Connected;Active;1868;10 Mbps;5 Mb < SR < 10 Mb;
208;ERO;East Java Area;;SBYRWJBI04-270-2V;172.31.174.130;;Non-TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:A6:2F:BD;BS - WiBAS OSDR Hub;Bram;;-7.231425;112.729394;Connected;Active;;;;
209;ERO;East Java Area;;SBYRWJBI01-360-5V;172.31.161.2;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:C0:0E:89;BS - WiBAS OSDR Hub;REO_DWI_ANGGARA;;-7.231425;112.729394;Connected;Active;;;;
210;ERO;East Java Area;;;172.31.161.14;2022330799-AKR;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:45:29;TS - WiBAS Connect;;Nilam Timur Perak Utara Sby;-7.205635;112.721987;Initialization;Inactive;;;;
211;ERO;East Java Area;SBYSNR;SBYSNRBI3H090;172.31.172.194;;1 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:C0:0B:E1;BS - WiBAS OSDR Hub;Bram;;-7.275505;112.684784;Connected;Active;;;;
212;ERO;East Java Area;;;172.31.172.195;2013004478-BJATIM;;7.1.0_2332_R.3.3.2.build_02;00:05:59:C3:7A:83;TS - WiBAS Connect;;RUKO DUPAK SAMPING PGS;-7.246554;112.735915;Connected;Active;6621;1 Mbps;<= 5 Mbps;
213;ERO;East Java Area;;SBYSNRBI2V180;172.31.160.130;;3 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:A3:AB:FD;BS - WiBAS OSDR Hub;REO_DWI_ANGGARA;;-7.275505;112.684784;Connected;Active;;;;
214;ERO;East Java Area;;;172.31.160.132;2020225671-KCP-CIMB-NIAGA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7A:5C:18;TS - WiBAS Connect;;Ruko Office Park II Surabaya;;;Connected;Active;1430;6 Mbps;5 Mb < SR < 10 Mb;
215;ERO;East Java Area;;;172.31.160.133;2021242117-KCP-PERMATA;;7.1.0_2332_R.3.3.2.build_02;00:05:59:7C:73:FE;TS - WiBAS Connect;Bu Nefy;Ruko Office Park II Blok B32 Sby;-7.287681;112.678941;Connected;Active;1545;10 Mbps;5 Mb < SR < 10 Mb;
216;ERO;East Java Area;;;172.31.160.135;2021294022-BWS-BOULVARD;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:44:11;TS - WiBAS Connect;PAK HAFID;DARMO-BOULVARD;;;Connected;Active;1453;2 Mbps;<= 5 Mbps;
217;ERO;East Java Area;;SBYSNRBI4H270;172.31.173.2;;4 TS;7.1.0_2302_R.3.3.2.build_02;00:05:59:C0:08:21;BS - WiBAS OSDR Hub;Bram;;-7.275505;112.684784;Connected;Active;;;;
218;ERO;East Java Area;;;172.31.173.11;2025483376-bsi-gwalk;;7.1.0_2332_R.3.3.2.build_02;00:05:59:BA:86:AD;TS - WiBAS Connect;pak aji;g-walk citaland;;;Connected;Active;3368;512 Kbps;<= 5 Mbps;
219;ERO;East Java Area;;;172.31.173.4;2015006689-BNI-ATM-ALFAMART;;7.1.0_2332_R.3.3.2.build_02;00:05:59:B7:43:C1;TS - WiBAS Connect;;JL MANUKAN SURABAYA;-7.259711;112.647178;Connected;Active;4590;512 Kbps;<= 5 Mbps;
